topic,the concept of the topic,candidate,candidate masked,label,wikipedia article name,wikipedia url
We should adopt open source software,open source software,"Open source software is part of the integrated network fabric which connects and enables our command and control system to work effectively, as people's lives depend on it.","TOPIC_CONCEPT is part of the integrated network fabric which connects and enables our command and control system to work effectively, as people's lives depend on it.",0,Linux adoption,https://en.wikipedia.org/wiki/Linux_adoption
We should adopt open source software,open source software,"In addition to his political policies, Tánczos also supports open source software, and uses Ubuntu Linux on his laptop.","In addition to his political policies, Tánczos also supports TOPIC_CONCEPT, and uses Ubuntu Linux on his laptop.",1,Nándor Tánczos,https://en.wikipedia.org/wiki/Nándor_Tánczos
We should adopt open source software,open source software,Trusted Computing is seen as harmful or problematic to independent and open source software developers [REF].,Trusted Computing is seen as harmful or problematic to independent and TOPIC_CONCEPT developers [REF].,0,Trusted Computing,https://en.wikipedia.org/wiki/Trusted_Computing
We should adopt open source software,open source software,"Dougiamas started a Ph.D. to examine ""The use of Open Source software to support a social constructionist epistemology of teaching and learning within Internet-based communities of reflective inquiry"".","Dougiamas started a Ph.D. to examine ""The use of TOPIC_CONCEPT to support a social constructionist epistemology of teaching and learning within Internet-based communities of reflective inquiry"".",0,Moodle,https://en.wikipedia.org/wiki/Moodle
We should adopt open source software,open source software,Partners and customers use the open-source environment to simplify the process of integrating Corticon 5's rules engine into their applications and software infrastructure [REF].,Partners and customers use TOPIC_CONCEPT environment to simplify the process of integrating Corticon 5's rules engine into their applications and software infrastructure [REF].,0,Corticon,https://en.wikipedia.org/wiki/Corticon
We should adopt open source software,open source software,"In general cDc hopes that open code can become the lingua franca of a hacktivism that seeks to wage peace, not war.","In general cDc hopes that TOPIC_CONCEPT can become the lingua franca of a hacktivism that seeks to wage peace, not war.",0,Cult of the Dead Cow,https://en.wikipedia.org/wiki/Cult_of_the_Dead_Cow
We should adopt open source software,open source software,Twilio supports the development of open-source software and regularly makes contributions to the open source community.,Twilio supports the development of TOPIC_CONCEPT and regularly makes contributions to the open source community.,1,Twilio,https://en.wikipedia.org/wiki/Twilio
We should adopt open source software,open source software,Raymond promotes the term open source software as a more friendly alternative for the business and corporate world [REF].,Raymond promotes the term TOPIC_CONCEPT as a more friendly alternative for the business and corporate world [REF].,1,Free software,https://en.wikipedia.org/wiki/Free_software
We should adopt open source software,open source software,There are many different reasons why open-source software is beneficial to a software project in finance.,There are many different reasons why TOPIC_CONCEPT is beneficial to a software project in finance.,1,Rmetrics,https://en.wikipedia.org/wiki/Rmetrics
We should adopt open source software,open source software,"Another project of the Open Technology Initiative is Measurement Lab, an open source platform that supports broadband research tools and speed tests.","Another project of the Open Technology Initiative is Measurement Lab, TOPIC_CONCEPT that supports broadband research tools and speed tests.",0,Sascha Meinrath,https://en.wikipedia.org/wiki/Sascha_Meinrath
We should adopt open source software,open source software,"Many open-source advocates argue that open-source software is inherently safer because any person can view, edit, and change code [REF].","Many open-source advocates argue that TOPIC_CONCEPT is inherently safer because any person can view, edit, and change code [REF].",1,Open-source software,https://en.wikipedia.org/wiki/Open-source_software
We should adopt open source software,open source software,FastCode is an open source programming project aimed at providing enhanced runtime library routines for Embarcadero Delphi and C++ Builder.,FastCode is TOPIC_CONCEPT project aimed at providing enhanced runtime library routines for Embarcadero Delphi and C++ Builder.,0,FastCode,https://en.wikipedia.org/wiki/FastCode
We should adopt open source software,open source software,Free Pascal - an open-source Pascal compiler which partially supports Delphi code and works on many operating systems.,Free Pascal - TOPIC_CONCEPT Pascal compiler which partially supports Delphi code and works on many operating systems.,0,Embarcadero Delphi,https://en.wikipedia.org/wiki/Embarcadero_Delphi
We should adopt open source software,open source software,"Companies that offer open source software are able to establish an industry standard and, thus, gain competitive advantage .","Companies that offer TOPIC_CONCEPT are able to establish an industry standard and, thus, gain competitive advantage .",1,Open-source software,https://en.wikipedia.org/wiki/Open-source_software
We should adopt open source software,open source software,"In 2009, the Sakai Foundation announced its intention to merge with Jasig,[REF] another organization supporting the development of open source software for education.","In 2009, the Sakai Foundation announced its intention to merge with Jasig,[REF] another organization supporting the development of TOPIC_CONCEPT for education.",0,Sakai Project,https://en.wikipedia.org/wiki/Sakai_Project
We should adopt open source software,open source software,"A school of thought popularized by [[Eric S. Raymond]] as [[Linus's Law]] says that popular [[open-source software]] has more chance of having few or no bugs than other software, because ""given enough eyeballs, all bugs are shallow"" [REF].","A school of thought popularized by [[Eric S. Raymond]] as [[Linus's Law]] says that popular [[TOPIC_CONCEPT]] has more chance of having few or no bugs than other software, because ""given enough eyeballs, all bugs are shallow"" [REF].",0,Software bug,https://en.wikipedia.org/wiki/Software_bug
We should adopt open source software,open source software,"The OpenFabrics Alliance aims to develop a unified, open-source software stack that supports the two major RDMA fabric technologies -- InfiniBand and iWARP (also known as RDMA over Ethernet).","The OpenFabrics Alliance aims to develop a unified, TOPIC_CONCEPT stack that supports the two major RDMA fabric technologies -- InfiniBand and iWARP (also known as RDMA over Ethernet).",0,OpenFabrics Alliance,https://en.wikipedia.org/wiki/OpenFabrics_Alliance
We should adopt open source software,open source software,"As Lamb & Groom (2011) write in Educause: ""the jaw-dropping CUNY Academic Commons .. seamlessly integrates the open-source .. platforms into an appealing and highly sustainable environment."" .","As Lamb & Groom (2011) write in Educause: ""the jaw-dropping CUNY Academic Commons .. seamlessly integrates TOPIC_CONCEPT .. platforms into an appealing and highly sustainable environment."" .",1,CUNY Academic Commons,https://en.wikipedia.org/wiki/CUNY_Academic_Commons
We should adopt open source software,open source software,"Critics allege that while giving the appearance of neutral third parties these organizations work to undermine Microsoft's competitors, for example stating ""open-source software may offer [a] target for terrorists"" [REF].","Critics allege that while giving the appearance of neutral third parties these organizations work to undermine Microsoft's competitors, for example stating ""TOPIC_CONCEPT may offer [a] target for terrorists"" [REF].",0,Criticism of Microsoft,https://en.wikipedia.org/wiki/Criticism_of_Microsoft
We should adopt open source software,open source software,"Dougiamas's PhD thesis is entitled ""The use of Open Source software to support a social constructionist epistemology of teaching and learning within Internet-based communities of reflective inquiry"" [REF].","Dougiamas's PhD thesis is entitled ""The use of TOPIC_CONCEPT to support a social constructionist epistemology of teaching and learning within Internet-based communities of reflective inquiry"" [REF].",1,Martin Dougiamas,https://en.wikipedia.org/wiki/Martin_Dougiamas
We should adopt open source software,open source software,"Stallman and others object to the term ""open source software"" because it does not make people think of the freedoms that the software in question gives users.",Stallman and others object to the term TOPIC_CONCEPT because it does not make people think of the freedoms that the software in question gives users.,0,Alternative terms for free software,https://en.wikipedia.org/wiki/Alternative_terms_for_free_software
We should adopt open source software,open source software,"Document I also suggests that open source software ""is long-term credible .. FUD tactics can not be used to combat it,"" and ""Recent case studies (the Internet) provide very dramatic evidence .. that commercial quality can be achieved / exceeded by OSS projects."" .","Document I also suggests that TOPIC_CONCEPT ""is long-term credible .. FUD tactics can not be used to combat it,"" and ""Recent case studies (the Internet) provide very dramatic evidence .. that commercial quality can be achieved / exceeded by OSS projects."" .",0,Halloween Documents,https://en.wikipedia.org/wiki/Halloween_Documents
Private universities should be banned,Private universities,"Private colleges include Keyin College[REF] and Corona College,[REF].","TOPIC_CONCEPT include Keyin College[REF] and Corona College,[REF].",0,Grand Falls-Windsor,https://en.wikipedia.org/wiki/Grand_Falls-Windsor
Private universities should be banned,Private universities,"Similarly, administrators at Bucknell University claimed that the bake sales violated the private university's discrimination policy [REF].","Similarly, administrators at Bucknell University claimed that the bake sales violated TOPIC_CONCEPT's discrimination policy [REF].",0,Affirmative action bake sale,https://en.wikipedia.org/wiki/Affirmative_action_bake_sale
Private universities should be banned,Private universities,Universidad del Valle de México: a private university system with 35 campuses throughout Mexico.,Universidad del Valle de México: TOPIC_CONCEPT system with 35 campuses throughout Mexico.,0,University system,https://en.wikipedia.org/wiki/University_system
Private universities should be banned,Private universities,The local campuses of the Monterrey Institute of Technology and Higher Education (ITESM) and the Autonomous University of Durango (UAD) are private universities.,The local campuses of the Monterrey Institute of Technology and Higher Education (ITESM) and the Autonomous University of Durango (UAD) are TOPIC_CONCEPT.,0,Ciudad Juárez,https://en.wikipedia.org/wiki/Ciudad_Juárez
Private universities should be banned,Private universities,"Covenant University is a private university in Canaanland, Ota, Ogun State, Nigeria.","Covenant University is TOPIC_CONCEPT in Canaanland, Ota, Ogun State, Nigeria.",0,Covenant University,https://en.wikipedia.org/wiki/Covenant_University
Private universities should be banned,Private universities,Two government and many private colleges are also there to help people in education.,Two government and many TOPIC_CONCEPT are also there to help people in education.,0,Lalamusa,https://en.wikipedia.org/wiki/Lalamusa
Private universities should be banned,Private universities,"Two large private universities, ShengDa University and SIAS International University play a major role in the local economy as well.","Two large TOPIC_CONCEPT, ShengDa University and SIAS International University play a major role in the local economy as well.",0,Xinzheng,https://en.wikipedia.org/wiki/Xinzheng
Private universities should be banned,Private universities,"As a private university, Trinity has made the decision to enact certain ""responsibilities"" which the University believes accompanies an atmosphere more conducive to learning and community.","As TOPIC_CONCEPT, Trinity has made the decision to enact certain ""responsibilities"" which the University believes accompanies an atmosphere more conducive to learning and community.",0,Trinity Western University,https://en.wikipedia.org/wiki/Trinity_Western_University
Private universities should be banned,Private universities,"The city is the home of the Universidad Mayor de San Simón, one of the largest and most prominent public universities in Bolivia; the Universidad Católica Boliviana ""San Pablo""; and several smaller private universities such as the Universidad Privada Boliviana, Universidad del Valle, Universidad de Aquino Bolivia and others.","The city is the home of the Universidad Mayor de San Simón, one of the largest and most prominent public universities in Bolivia; the Universidad Católica Boliviana ""San Pablo""; and several smaller TOPIC_CONCEPT such as the Universidad Privada Boliviana, Universidad del Valle, Universidad de Aquino Bolivia and others.",0,Cochabamba,https://en.wikipedia.org/wiki/Cochabamba
Private universities should be banned,Private universities,"Southern New Hampshire University, also known as SNHU, is a private university in Manchester and Hooksett, New Hampshire.","Southern New Hampshire University, also known as SNHU, is TOPIC_CONCEPT in Manchester and Hooksett, New Hampshire.",0,Southern New Hampshire University,https://en.wikipedia.org/wiki/Southern_New_Hampshire_University
Private universities should be banned,Private universities,Pomona is currently ranked 4th in National Liberal Arts Colleges by U.S. News & World Report and is the 9th most selective private university in the United States [REF].,Pomona is currently ranked 4th in National Liberal Arts Colleges by U.S. News & World Report and is the 9th most selective TOPIC_CONCEPT in the United States [REF].,0,Pomona College,https://en.wikipedia.org/wiki/Pomona_College
Private universities should be banned,Private universities,Recently several other private colleges are also offering Computer Science.,Recently several other TOPIC_CONCEPT are also offering Computer Science.,0,Nandigama,https://en.wikipedia.org/wiki/Nandigama
Private universities should be banned,Private universities,"NBU is the first private university in Bulgaria,[REF] and among the top rated by Bulgarian businesses universities in the country [REF].","NBU is the first TOPIC_CONCEPT in Bulgaria,[REF] and among the top rated by Bulgarian businesses universities in the country [REF].",0,New Bulgarian University,https://en.wikipedia.org/wiki/New_Bulgarian_University
Private universities should be banned,Private universities,Out of the 59 colleges and universities in Florida Nova Southeastern's 45% acceptance rate makes NSU the fourth-most selective private university in the state and the sixth-most selective university in Florida overall [REF].,Out of the 59 colleges and universities in Florida Nova Southeastern's 45% acceptance rate makes NSU the fourth-most selective TOPIC_CONCEPT in the state and the sixth-most selective university in Florida overall [REF].,0,Nova Southeastern University,https://en.wikipedia.org/wiki/Nova_Southeastern_University
Private universities should be banned,Private universities,"The private universities in South Jordan are Neumont University, which offers courses in computer science[REF] and the Roseman University of Health Sciences, which houses schools of pharmacy and dentistry.","TOPIC_CONCEPT in South Jordan are Neumont University, which offers courses in computer science[REF] and the Roseman University of Health Sciences, which houses schools of pharmacy and dentistry.",0,"South Jordan, Utah","https://en.wikipedia.org/wiki/South_Jordan,_Utah"
Private universities should be banned,Private universities,"""An Act to Incorporate the University of Calgary"" was presented for first reading as a Bill in the Alberta Legislature in an attempt to establish a private university in Calgary.","""An Act to Incorporate the University of Calgary"" was presented for first reading as a Bill in the Alberta Legislature in an attempt to establish TOPIC_CONCEPT in Calgary.",0,University of Calgary,https://en.wikipedia.org/wiki/University_of_Calgary
Private universities should be banned,Private universities,"A number of Private Colleges exist such as DBS, providing undergraduate and postgraduate courses validated by HETAC and in some cases by other Universities.","A number of TOPIC_CONCEPT exist such as DBS, providing undergraduate and postgraduate courses validated by HETAC and in some cases by other Universities.",0,College,https://en.wikipedia.org/wiki/College
Private universities should be banned,Private universities,"The Pontifical Catholic University of Rio (Pontifícia Universidade Católica do Rio de Janeiro or PUC-Rio), Brazil's top private university, is located at the edge of the forest, in the Gávea district.","The Pontifical Catholic University of Rio (Pontifícia Universidade Católica do Rio de Janeiro or PUC-Rio), Brazil's top TOPIC_CONCEPT, is located at the edge of the forest, in the Gávea district.",0,Rio de Janeiro,https://en.wikipedia.org/wiki/Rio_de_Janeiro
Private universities should be banned,Private universities,"WHU-Otto Beisheim School of Management (formerly: Wissenschaftliche Hochschule für Unternehmensführung), is a private university founded in 1984 in Koblenz.","WHU-Otto Beisheim School of Management (formerly: Wissenschaftliche Hochschule für Unternehmensführung), is TOPIC_CONCEPT founded in 1984 in Koblenz.",0,Vallendar,https://en.wikipedia.org/wiki/Vallendar
Private universities should be banned,Private universities,"Prompted by United Methodist plans to establish a continent-wide university in Zimbabwe where no private universities existed, President Robert Mugabe formed a government commission in 1987 to study the country's higher education needs and make recommendations about the role of private universities in the nation's overall education scheme.","Prompted by United Methodist plans to establish a continent-wide university in Zimbabwe where no TOPIC_CONCEPT existed, President Robert Mugabe formed a government commission in 1987 to study the country's higher education needs and make recommendations about the role of TOPIC_CONCEPT in the nation's overall education scheme.",0,Africa University,https://en.wikipedia.org/wiki/Africa_University
Private universities should be banned,Private universities,"The University of Scranton was in the top 50 of universities listed in Kiplinger's ""Best Values in Private Colleges.""[REF]","The University of Scranton was in the top 50 of universities listed in Kiplinger's ""Best Values in TOPIC_CONCEPT.""[REF]",0,University of Scranton,https://en.wikipedia.org/wiki/University_of_Scranton
Private universities should be banned,Private universities,"Many teachers work part-time at the private institutions in addition to their government jobs, so it has been argued that the private universities do at least increase the amount of education which they are providing [REF].","Many teachers work part-time at the private institutions in addition to their government jobs, so it has been argued that TOPIC_CONCEPT do at least increase the amount of education which they are providing [REF].",0,Education in Mozambique,https://en.wikipedia.org/wiki/Education_in_Mozambique
Private universities should be banned,Private universities,Most private universities had a poor reputation and were known for making it easy for students to enter and also to get high grades.,Most TOPIC_CONCEPT had a poor reputation and were known for making it easy for students to enter and also to get high grades.,0,Private university,https://en.wikipedia.org/wiki/Private_university
Private universities should be banned,Private universities,"There are public and private universities which provide medical tuition in Argentina, with the fundamental and unresolved dispute being which system of education is of higher quality.","There are public and TOPIC_CONCEPT which provide medical tuition in Argentina, with the fundamental and unresolved dispute being which system of education is of higher quality.",0,Medical school,https://en.wikipedia.org/wiki/Medical_school
Private universities should be banned,Private universities,"Paul University was founded in 2009 by Bishops of the five ecclestiastical provinces of the Anglican Church East of the Niger as a private university to provide quality undergraduate training in Theology, Natural and Applied Sciences, Social Sciences and Management.","Paul University was founded in 2009 by Bishops of the five ecclestiastical provinces of the Anglican Church East of the Niger as TOPIC_CONCEPT to provide quality undergraduate training in Theology, Natural and Applied Sciences, Social Sciences and Management.",0,Awka,https://en.wikipedia.org/wiki/Awka
Private universities should be banned,Private universities,"Additionally, Norton has programs in place to support nursing students attending both public and private universities in Kentucky and Indiana.","Additionally, Norton has programs in place to support nursing students attending both public and TOPIC_CONCEPT in Kentucky and Indiana.",0,Norton Healthcare,https://en.wikipedia.org/wiki/Norton_Healthcare
Private universities should be banned,Private universities,"Australia has 37 government-funded universities and two private universities, as well as a number of other specialist institutions that provide approved courses at the higher education level [REF].","Australia has 37 government-funded universities and two TOPIC_CONCEPT, as well as a number of other specialist institutions that provide approved courses at the higher education level [REF].",0,Australia,https://en.wikipedia.org/wiki/Australia
Private universities should be banned,Private universities,The failure of many private universities and other higher education institutions in providing higher education to students due to generalized lack of quality and rigour has also been a major problem - for several years those institutions were awarding degrees to thousands of people who were spread into the economically active population.,The failure of many TOPIC_CONCEPT and other higher education institutions in providing higher education to students due to generalized lack of quality and rigour has also been a major problem - for several years those institutions were awarding degrees to thousands of people who were spread into the economically active population.,0,Education in Portugal,https://en.wikipedia.org/wiki/Education_in_Portugal
Private universities should be banned,Private universities,"The Australian College of Kuwait has been established under Kuwait Law 34/2000, governing private universities in Kuwait, to provide internationally recognized and accredited education and training to the Business, Engineering, and Maritime sectors.","The Australian College of Kuwait has been established under Kuwait Law 34/2000, governing TOPIC_CONCEPT in Kuwait, to provide internationally recognized and accredited education and training to the Business, Engineering, and Maritime sectors.",0,Australian College of Kuwait,https://en.wikipedia.org/wiki/Australian_College_of_Kuwait
Private universities should be banned,Private universities,"Significantly, tertiary education for the upper-income fifth of the Chilean population, many of whom study in the new private universities, also reaches above 70 per cent.""[REF] .","Significantly, tertiary education for the upper-income fifth of the Chilean population, many of whom study in the new TOPIC_CONCEPT, also reaches above 70 per cent.""[REF] .",0,Military government of Chile (1973–1990),https://en.wikipedia.org/wiki/Military_government_of_Chile_(1973–1990)
Private universities should be banned,Private universities,"In 1971, parts of the Private University Law were ruled unconstitutional by the Constitutional Court of Turkey, which ruled that all private colleges must be affiliated with a state-run university; subsequently all private institutions of higher education either became part of state universities or closed down [REF].","In 1971, parts of TOPIC_CONCEPT Law were ruled unconstitutional by the Constitutional Court of Turkey, which ruled that all TOPIC_CONCEPT must be affiliated with a state-run university; subsequently all private institutions of higher education either became part of state universities or closed down [REF].",0,Halki seminary,https://en.wikipedia.org/wiki/Halki_seminary
Private universities should be banned,Private universities,"Founded in 2000 as Center For Advance Studies in Engineering (CASE) society, is now incorporated as Baddi University of Emerging Sciences & Technology (BUEST), a private university in the area with growing national and international presence.","Founded in 2000 as Center For Advance Studies in Engineering (CASE) society, is now incorporated as Baddi University of Emerging Sciences & Technology (BUEST), TOPIC_CONCEPT in the area with growing national and international presence.",0,Baddi,https://en.wikipedia.org/wiki/Baddi
Private universities should be banned,Private universities,"Xavier was ranked 42nd among the ""100 Best Values in Private Colleges"" by Kiplinger's Personal Finance [REF].","Xavier was ranked 42nd among the ""100 Best Values in TOPIC_CONCEPT"" by Kiplinger's Personal Finance [REF].",0,Xavier University,https://en.wikipedia.org/wiki/Xavier_University
Private universities should be banned,Private universities,"Although since 1999, the Province of New Brunswick passed the Degree Granting Act allowing private universities to operate in the Province [REF].","Although since 1999, the Province of New Brunswick passed the Degree Granting Act allowing TOPIC_CONCEPT to operate in the Province [REF].",0,Education in Canada,https://en.wikipedia.org/wiki/Education_in_Canada
Private universities should be banned,Private universities,Irbid Private University seeks to make a qualitative progress in the academic teaching to achieve a high level of excellence for graduates to be hired in labor market.,Irbid TOPIC_CONCEPT seeks to make a qualitative progress in the academic teaching to achieve a high level of excellence for graduates to be hired in labor market.,0,Irbid National University,https://en.wikipedia.org/wiki/Irbid_National_University
Private universities should be banned,Private universities,Private universities tend to have better and newer infrastructure (e.g.,TOPIC_CONCEPT tend to have better and newer infrastructure (e.g.,0,Universities and higher education in Brazil,https://en.wikipedia.org/wiki/Universities_and_higher_education_in_Brazil
Private universities should be banned,Private universities,"Eliot attracted the support of major donors from among the nation's growing plutocracy, making it the wealthiest private university in the world.","Eliot attracted the support of major donors from among the nation's growing plutocracy, making it the wealthiest TOPIC_CONCEPT in the world.",0,Charles William Eliot,https://en.wikipedia.org/wiki/Charles_William_Eliot
Private universities should be banned,Private universities,A big branch of Arab Open University which is a private university is also located in Al-Ahsa.,A big branch of Arab Open University which is TOPIC_CONCEPT is also located in Al-Ahsa.,0,Al-Ahsa Governorate,https://en.wikipedia.org/wiki/Al-Ahsa_Governorate
Private universities should be banned,Private universities,"The Pontifical Catholic University of Minas Gerais had been chosen by the Ministry as the best private university in the country, and the best in Minas Gerais, the previous year [REF].","The Pontifical Catholic University of Minas Gerais had been chosen by the Ministry as the best TOPIC_CONCEPT in the country, and the best in Minas Gerais, the previous year [REF].",0,Roman Catholicism in Brazil,https://en.wikipedia.org/wiki/Roman_Catholicism_in_Brazil
Private universities should be banned,Private universities,"Northeastern University, another large private university, is located in the Fenway area, and is particularly known for its Engineering, Business and Health Science schools and cooperative education program.","Northeastern University, another large TOPIC_CONCEPT, is located in the Fenway area, and is particularly known for its Engineering, Business and Health Science schools and cooperative education program.",0,Boston,https://en.wikipedia.org/wiki/Boston
Private universities should be banned,Private universities,"In 1968, Southern helped establish Kentuckiana Metroversity, a local consortium of two seminaries, two state universities, a community college and two private colleges.","In 1968, Southern helped establish Kentuckiana Metroversity, a local consortium of two seminaries, two state universities, a community college and two TOPIC_CONCEPT.",0,Southern Baptist Theological Seminary,https://en.wikipedia.org/wiki/Southern_Baptist_Theological_Seminary
Private universities should be banned,Private universities,"Cuttington University, established by the Episcopal Church of the USA in 1889 in Suakoko, Bong County, is the nation's oldest private university.","Cuttington University, established by the Episcopal Church of the USA in 1889 in Suakoko, Bong County, is the nation's oldest TOPIC_CONCEPT.",0,Liberia,https://en.wikipedia.org/wiki/Liberia
Private universities should be banned,Private universities,"Irbid National University is Jordanian University, located in the north of the Hashemite Kingdom of Jordan, a private university is recognized in recognition locally and globally .. Certified by the Ministry of Higher Education and Scientific Research of Jordan, the Islamic Association of Arab Universities ( AARU ), ( FUW ), the Federation and European universities ( UNIMED ).","Irbid National University is Jordanian University, located in the north of the Hashemite Kingdom of Jordan, TOPIC_CONCEPT is recognized in recognition locally and globally .. Certified by the Ministry of Higher Education and Scientific Research of Jordan, the Islamic Association of Arab Universities ( AARU ), ( FUW ), the Federation and European universities ( UNIMED ).",0,Irbid National University,https://en.wikipedia.org/wiki/Irbid_National_University
Private universities should be banned,Private universities,Doshisha University and Ritsumeikan University are popular private universities in the Osaka-Kobe-Kyoto metropolitan area.,Doshisha University and Ritsumeikan University are popular TOPIC_CONCEPT in the Osaka-Kobe-Kyoto metropolitan area.,0,Kyoto,https://en.wikipedia.org/wiki/Kyoto
Abstinence-only sex education should be mandatory,Abstinence-only sex education,Romney has declared his support for abstinence-only sex education in public schools.,Romney has declared his support for TOPIC_CONCEPT in public schools.,1,Political positions of Mitt Romney,https://en.wikipedia.org/wiki/Political_positions_of_Mitt_Romney
Abstinence-only sex education should be mandatory,Abstinence-only sex education,"Siyafundisa (""Teaching Our Children""), a five-year project to reduce HIV/AIDS incidence in South Africa, Mozambique, and Namibia by promoting abstinence until marriage, being faithful, and avoidance of unhealthy behaviors affecting youth.","Siyafundisa (""Teaching Our Children""), a five-year project to reduce HIV/AIDS incidence in South Africa, Mozambique, and Namibia by promoting TOPIC_CONCEPT, being faithful, and avoidance of unhealthy behaviors affecting youth.",1,FreshMinistries,https://en.wikipedia.org/wiki/FreshMinistries
Abstinence-only sex education should be mandatory,Abstinence-only sex education,"Citing the need for medically accurate information in sex education, Planned Parenthood opposes abstinence-only education in public schools.","Citing the need for medically accurate information in sex education, Planned Parenthood opposes TOPIC_CONCEPT in public schools.",1,Planned Parenthood,https://en.wikipedia.org/wiki/Planned_Parenthood
Abstinence-only sex education should be mandatory,Abstinence-only sex education,"For those who would reject abstinence, though, abstinence-only messages provided little to no hope to prevent pregnancy and spread of disease.","For those who would reject abstinence, though, TOPIC_CONCEPT messages provided little to no hope to prevent pregnancy and spread of disease.",0,"Abstinence, be faithful, use a condom","https://en.wikipedia.org/wiki/Abstinence,_be_faithful,_use_a_condom"
Abstinence-only sex education should be mandatory,Abstinence-only sex education,GAO also reported that most of the efforts to evaluate the effectiveness of abstinence-until-marriage education programs included in GAO's review have not met certain minimum scientific criteria [REF].,GAO also reported that most of the efforts to evaluate the effectiveness of TOPIC_CONCEPT programs included in GAO's review have not met certain minimum scientific criteria [REF].,0,Administration for Children and Families,https://en.wikipedia.org/wiki/Administration_for_Children_and_Families
Abstinence-only sex education should be mandatory,Abstinence-only sex education,"McCain also has an 83% rating from the Christian Coalition, which indicates many socially conservative views such as voting yes on $75M for abstinence education, yes on recommending a Constitutional ban on flag desecration, and voting yes on memorial prayers and religious symbols at school.","McCain also has an 83% rating from the Christian Coalition, which indicates many socially conservative views such as voting yes on $75M for TOPIC_CONCEPT, yes on recommending a Constitutional ban on flag desecration, and voting yes on memorial prayers and religious symbols at school.",0,Political positions of John McCain,https://en.wikipedia.org/wiki/Political_positions_of_John_McCain
Abstinence-only sex education should be mandatory,Abstinence-only sex education,"In 2007, a study ordered by the U.S. Congress found that middle school students who took part in abstinence-only sex education programs were just as likely to have sex (and use contraception) in their teenage years as those who did not [REF].","In 2007, a study ordered by the U.S. Congress found that middle school students who took part in TOPIC_CONCEPT programs were just as likely to have sex (and use contraception) in their teenage years as those who did not [REF].",1,Sex education,https://en.wikipedia.org/wiki/Sex_education
Abstinence-only sex education should be mandatory,Abstinence-only sex education,The report included a comprehensive metastudy examining research on the efficacy of abstinence-only as well as comprehensive sex education.,The report included a comprehensive metastudy examining research on the efficacy of TOPIC_CONCEPT as well as comprehensive sex education.,0,Abstinence-only sex education,https://en.wikipedia.org/wiki/Abstinence-only_sex_education
Abstinence-only sex education should be mandatory,Abstinence-only sex education,Holsinger said that abstinence education is one way to prevent sexually transmitted diseases and unwanted teen pregnancy but also supported educating teenagers about condom use [REF].,Holsinger said that TOPIC_CONCEPT is one way to prevent sexually transmitted diseases and unwanted teen pregnancy but also supported educating teenagers about condom use [REF].,1,James W. Holsinger,https://en.wikipedia.org/wiki/James_W._Holsinger
Abstinence-only sex education should be mandatory,Abstinence-only sex education,"According to Richey, congressional Republicans knew that Clinton would sign the welfare-reform measure; so they attached a bill to create an abstinence-only education program and authorized its funding with $250 million over five years.","According to Richey, congressional Republicans knew that Clinton would sign the welfare-reform measure; so they attached a bill to create TOPIC_CONCEPT program and authorized its funding with $250 million over five years.",0,Dan Richey,https://en.wikipedia.org/wiki/Dan_Richey
Abstinence-only sex education should be mandatory,Abstinence-only sex education,"Despite the fact that Brazil has the largest population of Roman Catholics in the world, the Brazilian Roman Catholic Church has not demanded the abstinence-only prevention strategies, voicing only intermittent ""mild complaints"" about government programs which refuse to acknowledge moral or religious issues [REF].","Despite the fact that Brazil has the largest population of Roman Catholics in the world, the Brazilian Roman Catholic Church has not demanded TOPIC_CONCEPT prevention strategies, voicing only intermittent ""mild complaints"" about government programs which refuse to acknowledge moral or religious issues [REF].",0,HIV/AIDS in Brazil,https://en.wikipedia.org/wiki/HIV/AIDS_in_Brazil
Abstinence-only sex education should be mandatory,Abstinence-only sex education,Abstinence-only sex education programs show an increase in the rates of pregnancy and STDs of a teenage population in randomized controlled trials.,TOPIC_CONCEPT programs show an increase in the rates of pregnancy and STDs of a teenage population in randomized controlled trials.,0,Birth control,https://en.wikipedia.org/wiki/Birth_control
Abstinence-only sex education should be mandatory,Abstinence-only sex education,"Over objections by experts in 2004, McLeroy voted to approve health textbooks that stress ""abstinence-only"" in regard to instruction about pregnancy and prevention of sexually transmitted diseases [REF].","Over objections by experts in 2004, McLeroy voted to approve health textbooks that stress TOPIC_CONCEPT in regard to instruction about pregnancy and prevention of sexually transmitted diseases [REF].",0,Don McLeroy,https://en.wikipedia.org/wiki/Don_McLeroy
Abstinence-only sex education should be mandatory,Abstinence-only sex education,Parra is pro-choice and supports comprehensive sex education programs over abstinence only programs.,Parra is pro-choice and supports comprehensive sex education programs over TOPIC_CONCEPT programs.,1,Nicole Parra,https://en.wikipedia.org/wiki/Nicole_Parra
Abstinence-only sex education should be mandatory,Abstinence-only sex education,Advocates of abstinence-only education believe that the programs will result in decreased rates of teenage pregnancy and STD infection.,Advocates of TOPIC_CONCEPT believe that the programs will result in decreased rates of teenage pregnancy and STD infection.,1,Birth control,https://en.wikipedia.org/wiki/Birth_control
Abstinence-only sex education should be mandatory,Abstinence-only sex education,"Concerned Women for America supports abstinence-only sex education, which it refers to as ""abstinence-until-marriage.""","Concerned Women for America supports TOPIC_CONCEPT, which it refers to as ""TOPIC_CONCEPT.""",1,Concerned Women for America,https://en.wikipedia.org/wiki/Concerned_Women_for_America
